round,driver,lap,issued_s,label_s,control_selection_s,pair,new_compound,old_age,new_age,raw_step_s,control_step_s,relative_step_s,controls,control_n,placebo_relative_s,pretrend_corrected_s,control_mad_s,pre_traffic,post_traffic,pre_mean_s,post_mean_s
8,LEC,36,6108.594,6585.783,6585.783,HARD>HARD,HARD,23,2,0.9089999999999918,-0.24533333333333474,1.1543333333333266,"PIA,RUS,HUL,LAW,LIN",5,-0.03299999999998704,1.1873333333333136,0.26866666666666106,0.020753666666666667,0.08585933333333333,72.36466666666666,71.45566666666667
8,GAS,37,6226.396,6660.7,6660.7,HARD>MEDIUM,MEDIUM,24,2,1.4966666666666555,-0.48166666666666913,1.9783333333333246,"BOR,LAW,LIN,STR,OCO",5,-0.1733333333333178,2.1516666666666424,0.1250000000000142,0.018018,0.255866,73.87433333333333,72.37766666666667
8,HAD,39,6331.068,6809.817,6809.817,MEDIUM>HARD,HARD,21,2,0.9996666666666556,-0.12000000000000455,1.1196666666666601,"NOR,HUL,OCO,VER,ANT",5,0.38733333333333064,0.7323333333333295,0.031999999999982265,0.032169333333333335,0.4254006666666667,72.45666666666666,71.45700000000001
8,HAM,41,6471.312,6959.489,6959.489,SOFT>HARD,HARD,18,2,1.0803333333333427,0.07766666666667277,1.00266666666667,"VER,NOR,ANT,LEC,ALB",5,-0.20299999999998875,1.2056666666666587,0.2816666666666663,0.5280333333333332,0.17513700000000001,72.28266666666667,71.20233333333333
8,PIA,41,6470.112,6959.489,6959.489,HARD>HARD,HARD,22,2,1.3216666666666583,0.07766666666667277,1.2439999999999856,"NOR,ANT,VER,LEC,ALB",5,0.3453333333333575,0.8986666666666281,0.2816666666666663,0.060184999999999995,0.21381466666666668,72.05233333333332,70.73066666666666
8,RUS,42,6525.961,7034.622,7034.622,HARD>HARD,HARD,23,2,1.1949999999999932,-0.3059999999999974,1.5009999999999906,"VER,GAS,ANT,LEC,ALB",5,0.4613333333333429,1.0396666666666476,0.08533333333332394,0.020801333333333335,0.09872500000000001,72.13133333333333,70.93633333333334
8,BOR,43,6658.511,7111.717,7111.717,MEDIUM>HARD,HARD,26,2,1.9156666666666666,-0.416333333333327,2.3319999999999936,"ALB,ALO,GAS,OCO,VER",5,-0.4853333333333296,2.8173333333333233,0.22333333333332916,0.2995043333333333,0.05314466666666667,74.109,72.19333333333333
8,BEA,44,6759.153,7191.931,7191.931,HARD>MEDIUM,MEDIUM,20,2,1.2950000000000017,-0.3849999999999909,1.6799999999999926,"ALB,GAS,OCO,ANT,LEC",5,0.548333333333332,1.1316666666666606,0.11033333333331541,0.15906366666666666,0.08644933333333334,74.13033333333334,72.83533333333334
8,HUL,44,6741.573,7191.931,7191.931,MEDIUM>HARD,HARD,23,2,0.6063333333333389,-0.3849999999999909,0.9913333333333298,"ALB,GAS,ANT,LEC,HAD",5,0.031999999999982265,0.9593333333333476,0.11033333333331541,0.025114333333333332,0.029885,73.01800000000001,72.41166666666668
8,LAW,44,6725.685,7191.931,7191.931,HARD>MEDIUM,MEDIUM,25,2,1.5086666666666702,-0.3849999999999909,1.893666666666661,"ALB,GAS,ANT,HAD,LEC",5,0.4473333333333187,1.4463333333333424,0.11033333333331541,0.5244836666666667,0.30470933333333333,73.63566666666667,72.127
8,COL,45,6841.776,7300.416,7300.416,HARD>MEDIUM,MEDIUM,25,2,2.1000000000000085,-0.2806666666666615,2.38066666666667,"OCO,ALB,GAS,HAD,ANT",5,-0.2960000000000065,2.6766666666666765,0.17500000000001137,0.2792576666666667,0.33552033333333336,74.305,72.205
8,LIN,45,6798.667,7300.416,7300.416,HARD>MEDIUM,MEDIUM,27,2,1.9066666666666663,-0.31466666666666754,2.221333333333334,"ALB,GAS,ANT,OCO,LEC",5,-0.059666666666672086,2.281000000000006,0.14100000000000534,0.018018,0.42824100000000004,73.95433333333334,72.04766666666667
8,NOR,46,6837.604,7374.769,7374.769,HARD>HARD,HARD,25,2,1.3543333333333436,-0.10099999999999199,1.4553333333333356,"HAM,LEC,PIA,HAD",4,-0.2946666666666715,1.750000000000007,0.11733333333332752,0.19774899999999998,0.15962466666666666,72.364,71.00966666666666
8,LEC,58,7724.289,8258.07,8258.07,HARD>SOFT,SOFT,21,5,1.9506666666666774,-0.4963333333333253,2.4470000000000027,"BOR,BEA,HAD,LAW,ALO",5,,,0.45666666666666345,0.3880666666666667,0.262911,72.91866666666668,70.968
9,ALB,13,4696.511,5212.775,5212.775,HARD>MEDIUM,MEDIUM,12,9,2.509999999999991,0.05700000000000216,2.4529999999999887,"ALO,BOT,PER,BEA,BOR",5,1.2396666666666647,1.213333333333324,0.09599999999998943,0.16141233333333335,0.020708,99.005,96.495
9,VER,16,4861.1,5515.228,5515.228,MEDIUM>HARD,HARD,16,2,0.8539999999999992,0.20000000000001705,0.6539999999999822,"RUS,LEC,ANT,NOR,HAM",5,0.0519999999999925,0.6019999999999897,0.23166666666669755,0.9207093333333334,0.06382966666666666,94.62599999999999,93.77199999999999
9,BOR,25,5758.687,6412.729,6412.729,MEDIUM>HARD,HARD,25,2,1.8033333333333417,0.1670000000000158,1.6363333333333259,"HUL,OCO,PIA,HAD,VER",5,,,0.5799999999999841,0.013961666666666666,0.617808,95.63533333333334,93.832
9,LIN,26,5851.666,6510.579,6510.579,MEDIUM>HARD,HARD,26,2,1.8526666666666642,-0.30800000000000693,2.160666666666671,"OCO,COL,PIA,HUL,HAD",5,,,0.3056666666666672,0.20572466666666667,0.25542366666666666,95.622,93.76933333333334
9,LAW,27,5943.73,6606.407,6606.407,MEDIUM>HARD,HARD,27,2,1.5286666666666662,-0.10933333333335327,1.6380000000000194,"SAI,OCO,HUL,GAS,ALB",5,,,0.27966666666668516,0.25567100000000004,0.11683366666666667,95.68933333333332,94.16066666666666
